id,type,userId,createdAt,targetUser
79,EDIT_CONTACT,1,2021-12-29 13:32:17.012,
80,EDIT_CONTACT,1,2021-05-16 09:19:48.270,
81,VIEW_CONTACTS,1,2021-07-09 12:33:16.667,
82,VIEW_CONTACTS,1,2021-05-06 08:29:41.375,
83,EDIT_CONTACT,1,2021-08-14 10:21:48.350,
84,VIEW_CONTACTS,1,2021-06-10 00:34:04.498,
85,ADD_CONTACT,1,2021-10-29 09:52:48.924,
86,VIEW_CONTACTS,1,2021-12-25 04:59:43.306,
87,VIEW_CONTACTS,1,2021-11-15 15:58:53.486,
88,ADD_CONTACT,1,2021-09-26 21:12:05.149,
89,ADD_CONTACT,1,2021-09-02 07:28:09.560,
90,ADD_CONTACT,1,2021-12-11 14:49:28.837,
91,EDIT_CONTACT,1,2021-12-14 01:27:36.693,
92,ADD_CONTACT,1,2021-11-06 08:43:09.240,
93,EDIT_CONTACT,1,2021-03-24 22:45:43.374,
94,ADD_CONTACT,1,2021-08-23 06:55:30.475,
95,ADD_CONTACT,1,2021-03-29 20:12:00.543,
96,ADD_CONTACT,1,2021-09-12 19:21:42.765,
97,REFER_USER,1,2021-06-15 00:01:07.109,524
98,WELCOME,2,2021-03-01 13:20:21.381,
99,CONNECT_CRM,2,2021-11-29 08:15:34.006,
100,VIEW_CONTACTS,2,2021-12-27 02:59:02.045,
101,ADD_CONTACT,2,2021-12-25 00:28:16.426,
102,EDIT_CONTACT,2,2021-12-28 01:40:57.902,
103,ADD_CONTACT,2,2021-12-19 12:59:50.370,
104,ADD_CONTACT,2,2021-12-30 05:31:49.252,
105,ADD_CONTACT,2,2021-12-14 11:30:58.403,
106,EDIT_CONTACT,2,2021-12-30 18:28:19.229,
107,ADD_CONTACT,2,2021-12-12 18:17:34.302,
108,ADD_CONTACT,2,2021-12-03 11:51:53.293,
109,ADD_CONTACT,2,2021-12-28 23:15:37.367,
110,ADD_CONTACT,2,2021-12-09 01:40:53.652,
111,VIEW_CONTACTS,2,2021-12-10 12:02:06.299,
112,ADD_CONTACT,2,2021-12-15 16:35:44.708,
113,EDIT_CONTACT,2,2021-12-05 13:42:23.684,
114,EDIT_CONTACT,2,2021-12-19 08:56:20.303,
115,EDIT_CONTACT,2,2021-12-13 18:55:46.594,
116,ADD_CONTACT,2,2021-12-08 17:43:46.126,
117,EDIT_CONTACT,2,2021-12-21 14:04:12.266,
118,VIEW_CONTACTS,2,2021-12-12 07:00:41.470,
119,WELCOME,3,2021-10-12 05:07:54.197,
120,CONNECT_CRM,3,2021-10-28 04:40:10.893,
121,ADD_CONTACT,3,2021-12-06 17:53:08.213,
122,ADD_CONTACT,3,2021-12-25 14:33:14.672,
123,ADD_CONTACT,3,2021-12-03 14:42:50.394,
124,ADD_CONTACT,3,2021-11-01 07:14:10.734,
125,EDIT_CONTACT,3,2021-11-14 07:37:05.550,
126,ADD_CONTACT,3,2021-11-12 02:10:03.214,
127,ADD_CONTACT,3,2021-11-07 02:57:57.991,
128,ADD_CONTACT,3,2021-11-27 10:56:20.973,
129,EDIT_CONTACT,3,2021-11-04 04:40:16.536,
130,VIEW_CONTACTS,3,2021-12-11 10:26:59.452,
131,EDIT_CONTACT,3,2021-11-10 19:58:17.391,
132,VIEW_CONTACTS,3,2021-12-17 06:43:43.452,
133,ADD_CONTACT,3,2021-11-01 03:05:08.253,
134,ADD_CONTACT,3,2021-12-22 12:44:27.094,
135,ADD_CONTACT,3,2021-12-14 09:39:25.290,
136,EDIT_CONTACT,3,2021-12-24 11:13:52.690,
137,ADD_CONTACT,3,2021-12-19 15:54:11.765,
138,VIEW_CONTACTS,3,2021-10-31 05:40:27.156,
139,EDIT_CONTACT,3,2021-11-09 05:10:53.647,
140,REFER_USER,3,2021-11-04 06:00:25.598,443
141,REFER_USER,3,2021-12-18 22:20:22.452,851
142,WELCOME,4,2021-10-17 20:12:07.152,
143,CONNECT_CRM,4,2021-12-22 07:23:31.719,
144,EDIT_CONTACT,4,2021-12-30 04:36:11.315,
145,EDIT_CONTACT,4,2021-12-25 04:12:40.453,
146,EDIT_CONTACT,4,2021-12-25 07:04:54.649,
147,VIEW_CONTACTS,4,2021-12-31 01:01:48.574,
148,VIEW_CONTACTS,4,2021-12-28 04:46:49.002,
149,EDIT_CONTACT,4,2021-12-26 00:19:38.276,
150,EDIT_CONTACT,4,2021-12-31 23:39:25.492,
151,VIEW_CONTACTS,4,2021-12-22 10:14:53.335,
152,EDIT_CONTACT,4,2021-12-28 03:44:44.394,
153,ADD_CONTACT,4,2021-12-31 02:59:31.365,
154,EDIT_CONTACT,4,2021-12-25 19:06:50.012,
155,ADD_CONTACT,4,2021-12-23 12:33:03.787,
156,EDIT_CONTACT,4,2021-12-24 22:13:26.054,
157,VIEW_CONTACTS,4,2021-12-28 10:45:30.797,
158,EDIT_CONTACT,4,2021-12-24 09:54:41.716,
159,EDIT_CONTACT,4,2021-12-27 20:40:51.930,
160,EDIT_CONTACT,4,2021-12-27 13:36:24.977,
161,VIEW_CONTACTS,4,2021-12-25 13:00:34.741,
162,ADD_CONTACT,4,2021-12-27 00:15:13.541,
163,EDIT_CONTACT,4,2021-12-23 20:34:17.251,
164,EDIT_CONTACT,4,2021-12-22 07:44:43.114,
165,ADD_CONTACT,4,2021-12-22 07:58:37.609,
166,ADD_CONTACT,4,2021-12-27 02:24:15.193,
167,EDIT_CONTACT,4,2021-12-26 15:00:16.459,
168,VIEW_CONTACTS,4,2021-12-27 20:31:34.104,
169,EDIT_CONTACT,4,2021-12-27 01:04:08.946,
170,ADD_CONTACT,4,2021-12-22 07:32:49.618,
171,EDIT_CONTACT,4,2021-12-26 01:39:07.947,
172,EDIT_CONTACT,4,2021-12-22 23:18:38.760,
173,VIEW_CONTACTS,4,2021-12-26 17:21:09.465,
174,EDIT_CONTACT,4,2021-12-22 16:50:38.774,
175,EDIT_CONTACT,4,2021-12-23 07:39:35.031,
176,WELCOME,5,2021-03-10 08:19:16.210,
177,WELCOME,6,2020-06-28 11:39:23.665,
178,CONNECT_CRM,6,2021-06-04 18:09:31.189,
179,VIEW_CONTACTS,6,2021-10-07 14:25:07.131,
180,EDIT_CONTACT,6,2021-11-09 11:27:17.758,
181,EDIT_CONTACT,6,2021-10-30 15:22:40.337,
182,VIEW_CONTACTS,6,2021-07-24 05:14:52.527,
183,ADD_CONTACT,6,2021-10-04 17:16:24.742,
184,VIEW_CONTACTS,6,2021-08-11 21:11:36.937,
185,EDIT_CONTACT,6,2021-11-20 15:36:12.598,
186,VIEW_CONTACTS,6,2021-12-30 08:30:00.090,
187,EDIT_CONTACT,6,2021-08-28 07:42:29.579,
188,VIEW_CONTACTS,6,2021-09-03 05:28:28.933,
189,VIEW_CONTACTS,6,2021-12-10 12:31:15.920,
190,EDIT_CONTACT,6,2021-09-28 11:16:00.966,
191,ADD_CONTACT,6,2021-07-02 11:10:37.466,
192,VIEW_CONTACTS,6,2021-07-25 02:11:36.463,
193,EDIT_CONTACT,6,2021-06-13 16:13:49.544,
194,ADD_CONTACT,6,2021-11-15 20:47:44.252,
195,ADD_CONTACT,6,2021-11-03 19:40:31.106,
196,ADD_CONTACT,6,2021-11-27 23:30:24.069,
197,EDIT_CONTACT,6,2021-10-06 13:53:35.378,
198,EDIT_CONTACT,6,2021-12-17 20:23:34.660,
199,VIEW_CONTACTS,6,2021-09-11 00:38:16.322,
200,REFER_USER,6,2021-10-07 19:51:47.567,750
201,WELCOME,7,2021-08-16 19:28:53.140,
202,CONNECT_CRM,7,2021-12-21 01:39:33.402,
203,VIEW_CONTACTS,7,2021-12-22 16:25:27.184,
204,ADD_CONTACT,7,2021-12-23 14:30:32.964,
205,EDIT_CONTACT,7,2021-12-21 19:16:30.998,
206,EDIT_CONTACT,7,2021-12-31 17:25:53.823,
207,VIEW_CONTACTS,7,2021-12-28 05:53:33.137,
208,VIEW_CONTACTS,7,2021-12-29 10:32:46.806,
209,VIEW_CONTACTS,7,2021-12-25 20:35:47.615,
210,EDIT_CONTACT,7,2021-12-21 04:27:59.664,
211,VIEW_CONTACTS,7,2021-12-22 04:08:51.406,
212,ADD_CONTACT,7,2021-12-25 13:46:19.416,
213,EDIT_CONTACT,7,2021-12-21 01:43:56.409,
214,ADD_CONTACT,7,2021-12-21 02:01:07.977,
215,ADD_CONTACT,7,2021-12-24 10:10:47.391,
216,VIEW_CONTACTS,7,2021-12-21 17:18:44.496,
217,VIEW_CONTACTS,7,2021-12-27 04:03:04.431,
218,EDIT_CONTACT,7,2021-12-28 11:17:39.741,
219,EDIT_CONTACT,7,2021-12-24 06:18:38.018,
220,EDIT_CONTACT,7,2021-12-25 16:04:33.454,
221,EDIT_CONTACT,7,2021-12-30 17:46:47.972,
222,VIEW_CONTACTS,7,2021-12-21 23:18:46.484,
223,VIEW_CONTACTS,7,2021-12-31 23:45:52.439,
224,EDIT_CONTACT,7,2021-12-23 12:50:02.647,
225,ADD_CONTACT,7,2021-12-24 06:47:04.220,
226,VIEW_CONTACTS,7,2021-12-31 11:36:30.859,
227,VIEW_CONTACTS,7,2021-12-22 10:41:06.033,
228,EDIT_CONTACT,7,2021-12-24 23:45:51.420,
229,EDIT_CONTACT,7,2021-12-22 14:29:38.834,
230,EDIT_CONTACT,7,2021-12-30 19:46:53.762,
231,EDIT_CONTACT,7,2021-12-30 20:57:10.195,
232,EDIT_CONTACT,7,2021-12-26 09:44:57.596,
233,VIEW_CONTACTS,7,2021-12-24 05:52:51.375,
234,VIEW_CONTACTS,7,2021-12-22 21:14:26.039,
235,VIEW_CONTACTS,7,2021-12-27 14:43:08.016,
236,ADD_CONTACT,7,2021-12-28 08:49:49.822,
237,ADD_CONTACT,7,2021-12-27 06:58:46.969,
238,VIEW_CONTACTS,7,2021-12-23 12:58:44.091,
239,ADD_CONTACT,7,2021-12-25 20:32:51.495,
240,EDIT_CONTACT,7,2021-12-23 02:32:22.987,
241,ADD_CONTACT,7,2021-12-26 10:18:33.477,
242,ADD_CONTACT,7,2021-12-25 13:20:30.020,
243,EDIT_CONTACT,7,2021-12-25 06:56:22.959,
244,VIEW_CONTACTS,7,2021-12-24 01:35:14.134,
245,EDIT_CONTACT,7,2021-12-28 16:57:50.163,
246,VIEW_CONTACTS,7,2021-12-22 23:09:16.011,
247,REFER_USER,7,2021-12-28 14:16:42.397,196
248,REFER_USER,7,2021-12-30 17:27:50.390,957
249,WELCOME,8,2021-07-02 17:28:45.018,
250,CONNECT_CRM,8,2021-09-17 03:55:16.491,
251,EDIT_CONTACT,8,2021-12-05 02:53:34.924,
252,WELCOME,9,2021-04-01 02:41:01.018,
253,CONNECT_CRM,9,2021-12-26 21:13:40.144,
254,EDIT_CONTACT,9,2021-12-27 03:53:05.930,
255,VIEW_CONTACTS,9,2021-12-28 03:36:05.986,
256,ADD_CONTACT,9,2021-12-31 08:54:29.084,
257,ADD_CONTACT,9,2021-12-29 01:04:43.215,
258,ADD_CONTACT,9,2021-12-30 01:54:37.738,
259,ADD_CONTACT,9,2021-12-28 13:57:58.827,
260,VIEW_CONTACTS,9,2021-12-29 02:38:46.036,
261,VIEW_CONTACTS,9,2021-12-30 02:26:32.202,
262,VIEW_CONTACTS,9,2021-12-30 00:23:42.374,
263,EDIT_CONTACT,9,2021-12-28 18:11:29.153,
264,ADD_CONTACT,9,2021-12-28 06:46:03.250,
265,ADD_CONTACT,9,2021-12-27 20:26:45.696,
266,WELCOME,10,2021-12-28 20:34:17.975,
267,CONNECT_CRM,10,2021-12-30 18:58:51.178,
268,ADD_CONTACT,10,2021-12-31 07:53:37.766,
269,EDIT_CONTACT,10,2021-12-31 05:22:49.448,
270,ADD_CONTACT,10,2021-12-31 20:46:06.212,
271,VIEW_CONTACTS,10,2021-12-31 02:54:56.043,
272,EDIT_CONTACT,10,2021-12-31 20:42:02.527,
273,VIEW_CONTACTS,10,2021-12-31 06:58:00.121,
274,ADD_CONTACT,10,2021-12-31 06:45:36.716,
275,ADD_CONTACT,10,2021-12-31 17:32:52.093,
276,VIEW_CONTACTS,10,2021-12-30 23:00:46.272,
277,VIEW_CONTACTS,10,2021-12-31 00:04:09.759,
278,ADD_CONTACT,10,2021-12-31 19:38:32.196,
279,REFER_USER,10,2021-12-31 14:15:02.575,501
280,WELCOME,11,2021-05-30 10:22:05.629,
281,CONNECT_CRM,11,2021-10-16 04:14:25.260,
282,ADD_CONTACT,11,2021-11-24 19:48:51.469,
283,EDIT_CONTACT,11,2021-11-11 14:45:44.302,
284,VIEW_CONTACTS,11,2021-12-17 09:01:04.114,
285,ADD_CONTACT,11,2021-11-03 22:01:32.029,
286,EDIT_CONTACT,11,2021-10-29 20:00:31.794,
287,ADD_CONTACT,11,2021-11-17 03:57:43.006,
288,ADD_CONTACT,11,2021-10-29 17:44:51.659,
289,EDIT_CONTACT,11,2021-11-21 19:10:55.490,
290,ADD_CONTACT,11,2021-11-24 19:14:25.658,
291,ADD_CONTACT,11,2021-10-17 17:03:27.063,
292,VIEW_CONTACTS,11,2021-12-09 07:31:27.486,
293,ADD_CONTACT,11,2021-11-12 02:59:23.996,
294,VIEW_CONTACTS,11,2021-12-28 23:31:08.465,
295,VIEW_CONTACTS,11,2021-10-31 21:28:27.962,
296,ADD_CONTACT,11,2021-11-27 05:46:57.820,
297,VIEW_CONTACTS,11,2021-11-22 19:32:23.433,
298,EDIT_CONTACT,11,2021-11-14 13:19:27.399,
299,ADD_CONTACT,11,2021-12-12 19:08:32.820,
300,EDIT_CONTACT,11,2021-11-06 03:34:09.108,
301,VIEW_CONTACTS,11,2021-11-26 08:58:36.970,
302,ADD_CONTACT,11,2021-11-07 21:27:46.153,
303,VIEW_CONTACTS,11,2021-10-20 03:58:17.862,
304,ADD_CONTACT,11,2021-11-27 09:42:58.676,
305,ADD_CONTACT,11,2021-11-20 18:00:10.897,
306,EDIT_CONTACT,11,2021-10-28 20:37:21.022,
307,EDIT_CONTACT,11,2021-12-14 09:46:06.154,
308,EDIT_CONTACT,11,2021-12-05 01:09:04.018,
309,ADD_CONTACT,11,2021-11-02 19:12:22.948,
310,EDIT_CONTACT,11,2021-12-13 05:06:30.531,
311,REFER_USER,11,2021-12-26 05:13:49.993,353
312,WELCOME,14,2020-07-04 09:31:01.012,
313,CONNECT_CRM,14,2020-08-04 02:53:50.927,
314,EDIT_CONTACT,14,2020-11-14 12:35:13.068,
315,VIEW_CONTACTS,14,2020-10-10 00:40:59.973,
316,VIEW_CONTACTS,14,2020-10-17 21:20:08.460,
317,VIEW_CONTACTS,14,2021-06-08 20:50:49.609,
318,EDIT_CONTACT,14,2020-10-01 18:37:44.029,
319,ADD_CONTACT,14,2020-11-27 19:27:58.842,
320,VIEW_CONTACTS,14,2020-11-04 03:56:29.523,
321,VIEW_CONTACTS,14,2020-12-18 23:00:14.670,
322,EDIT_CONTACT,14,2020-10-30 15:18:59.317,
323,ADD_CONTACT,14,2020-09-29 09:32:00.069,
324,ADD_CONTACT,14,2021-09-16 03:20:47.642,
325,VIEW_CONTACTS,14,2020-09-27 17:32:36.460,
326,VIEW_CONTACTS,14,2021-10-28 16:26:20.153,
327,ADD_CONTACT,14,2021-07-25 03:35:52.052,
328,EDIT_CONTACT,14,2020-12-20 04:44:55.213,
329,EDIT_CONTACT,14,2020-12-12 17:08:36.106,
330,EDIT_CONTACT,14,2021-09-11 16:36:13.056,
331,VIEW_CONTACTS,14,2020-12-09 21:38:18.695,
332,EDIT_CONTACT,14,2021-10-31 02:37:09.845,
333,EDIT_CONTACT,14,2020-11-10 23:35:59.512,
334,EDIT_CONTACT,14,2021-02-10 12:47:11.828,
335,ADD_CONTACT,14,2021-06-30 10:12:39.950,
336,EDIT_CONTACT,14,2021-12-24 13:29:43.974,
337,EDIT_CONTACT,14,2021-07-31 15:18:40.623,
338,EDIT_CONTACT,14,2020-11-05 05:02:04.231,
339,EDIT_CONTACT,14,2021-08-21 14:51:41.950,
340,VIEW_CONTACTS,14,2020-12-07 12:26:12.887,
341,ADD_CONTACT,14,2021-11-20 02:15:17.851,
342,EDIT_CONTACT,14,2021-02-02 14:03:10.088,
343,ADD_CONTACT,14,2020-09-09 23:56:18.770,
344,ADD_CONTACT,14,2021-04-09 01:12:36.412,
345,ADD_CONTACT,14,2021-09-02 09:08:09.804,
346,EDIT_CONTACT,14,2020-11-10 08:20:29.697,
347,EDIT_CONTACT,14,2021-08-09 19:41:03.317,
348,VIEW_CONTACTS,14,2021-02-10 23:54:44.167,
349,ADD_CONTACT,14,2021-02-04 20:10:08.566,
350,EDIT_CONTACT,14,2021-05-19 02:36:27.690,
351,EDIT_CONTACT,14,2020-08-18 06:49:47.176,
352,EDIT_CONTACT,14,2020-12-29 01:18:10.058,
353,REFER_USER,14,2021-10-20 16:04:17.633,702
354,WELCOME,15,2020-09-24 15:13:30.758,
355,CONNECT_CRM,15,2020-10-19 05:43:07.028,
356,ADD_CONTACT,15,2021-06-20 00:07:40.633,
357,EDIT_CONTACT,15,2021-11-24 19:05:43.291,
358,ADD_CONTACT,15,2021-02-14 03:23:41.243,
359,EDIT_CONTACT,15,2020-10-20 10:47:42.907,
360,EDIT_CONTACT,15,2021-10-18 10:19:14.269,
361,VIEW_CONTACTS,15,2021-09-15 23:22:58.450,
362,ADD_CONTACT,15,2021-08-26 13:05:17.891,
363,EDIT_CONTACT,15,2021-11-08 07:59:42.331,
364,ADD_CONTACT,15,2021-03-14 06:26:08.920,
365,ADD_CONTACT,15,2021-06-15 16:17:17.529,
366,VIEW_CONTACTS,15,2020-11-07 02:44:17.862,
367,ADD_CONTACT,15,2021-11-28 00:30:28.196,
368,ADD_CONTACT,15,2020-11-09 06:01:50.059,
369,EDIT_CONTACT,15,2021-04-09 07:47:36.084,
370,VIEW_CONTACTS,15,2021-06-03 21:38:06.071,
371,ADD_CONTACT,15,2021-08-19 00:12:09.591,
372,VIEW_CONTACTS,15,2020-12-28 08:31:39.451,
373,VIEW_CONTACTS,15,2021-10-06 01:43:49.038,
374,EDIT_CONTACT,15,2021-12-14 05:45:25.808,
375,EDIT_CONTACT,15,2021-05-11 02:50:48.286,
376,ADD_CONTACT,15,2021-01-30 02:08:08.339,
377,ADD_CONTACT,15,2021-05-06 09:49:58.033,
378,ADD_CONTACT,15,2021-06-19 12:21:08.344,
379,EDIT_CONTACT,15,2021-12-05 13:42:43.602,
380,ADD_CONTACT,15,2021-01-29 10:28:34.684,
381,VIEW_CONTACTS,15,2021-08-28 08:16:52.079,
382,ADD_CONTACT,15,2021-12-25 22:13:31.970,
383,ADD_CONTACT,15,2020-11-20 07:09:37.346,
384,VIEW_CONTACTS,15,2021-06-28 21:27:44.609,
385,ADD_CONTACT,15,2021-04-08 13:26:52.227,
386,VIEW_CONTACTS,15,2021-12-31 19:59:54.072,
387,EDIT_CONTACT,15,2021-05-05 16:16:43.085,
388,EDIT_CONTACT,15,2021-05-06 05:55:54.784,
389,ADD_CONTACT,15,2021-08-12 13:33:25.311,
390,ADD_CONTACT,15,2021-05-17 22:55:01.887,
391,ADD_CONTACT,15,2021-02-28 20:47:56.378,
392,REFER_USER,15,2021-09-17 16:59:27.724,924
393,WELCOME,16,2021-06-30 21:55:21.570,
394,CONNECT_CRM,16,2021-11-23 21:27:21.002,
395,EDIT_CONTACT,16,2021-12-22 19:41:15.157,
396,EDIT_CONTACT,16,2021-12-21 14:18:09.863,
397,EDIT_CONTACT,16,2021-11-24 15:53:36.329,
398,VIEW_CONTACTS,16,2021-12-05 21:47:16.337,
399,VIEW_CONTACTS,16,2021-12-23 10:11:20.549,
400,EDIT_CONTACT,16,2021-12-18 16:49:02.542,
401,ADD_CONTACT,16,2021-12-28 14:52:31.307,
402,ADD_CONTACT,16,2021-12-18 20:09:13.103,
403,EDIT_CONTACT,16,2021-12-06 13:37:42.156,
404,VIEW_CONTACTS,16,2021-12-16 03:15:36.123,
405,ADD_CONTACT,16,2021-12-06 06:48:34.319,
406,ADD_CONTACT,16,2021-12-20 14:41:57.370,
407,WELCOME,17,2021-10-18 00:35:59.556,
408,CONNECT_CRM,17,2021-12-14 10:41:07.622,
409,EDIT_CONTACT,17,2021-12-18 17:50:23.025,
410,VIEW_CONTACTS,17,2021-12-16 19:49:22.728,
411,EDIT_CONTACT,17,2021-12-18 18:02:20.551,
412,EDIT_CONTACT,17,2021-12-24 02:56:59.493,
413,VIEW_CONTACTS,17,2021-12-17 00:01:08.643,
414,EDIT_CONTACT,17,2021-12-24 07:59:49.688,
415,VIEW_CONTACTS,17,2021-12-25 00:21:43.823,
416,ADD_CONTACT,17,2021-12-28 08:07:44.639,
417,ADD_CONTACT,17,2021-12-17 05:30:26.431,
418,EDIT_CONTACT,17,2021-12-30 02:09:07.329,
419,ADD_CONTACT,17,2021-12-17 19:48:38.710,
420,ADD_CONTACT,17,2021-12-19 13:40:25.128,
421,VIEW_CONTACTS,17,2021-12-24 06:27:11.199,
422,EDIT_CONTACT,17,2021-12-25 05:40:56.922,
423,VIEW_CONTACTS,17,2021-12-14 20:12:56.001,
424,VIEW_CONTACTS,17,2021-12-18 14:42:46.407,
425,VIEW_CONTACTS,17,2021-12-16 19:45:23.894,
426,EDIT_CONTACT,17,2021-12-23 16:40:05.088,
427,EDIT_CONTACT,17,2021-12-20 17:51:32.312,
428,EDIT_CONTACT,17,2021-12-29 12:30:26.414,
429,ADD_CONTACT,17,2021-12-21 04:24:38.755,
430,ADD_CONTACT,17,2021-12-30 09:58:21.174,
431,ADD_CONTACT,17,2021-12-22 21:46:32.334,
432,EDIT_CONTACT,17,2021-12-15 14:29:53.071,
433,EDIT_CONTACT,17,2021-12-22 13:50:52.388,
434,ADD_CONTACT,17,2021-12-29 21:19:48.204,
435,EDIT_CONTACT,17,2021-12-25 20:24:52.713,
436,EDIT_CONTACT,17,2021-12-27 00:44:25.597,
437,VIEW_CONTACTS,17,2021-12-29 19:28:03.450,
438,EDIT_CONTACT,17,2021-12-15 04:15:09.511,
439,EDIT_CONTACT,17,2021-12-21 12:43:18.722,
440,VIEW_CONTACTS,17,2021-12-27 08:24:42.895,
441,ADD_CONTACT,17,2021-12-29 18:50:04.319,
442,ADD_CONTACT,17,2021-12-17 12:03:07.034,
443,ADD_CONTACT,17,2021-12-17 11:01:00.332,
444,ADD_CONTACT,17,2021-12-30 04:56:48.357,
445,EDIT_CONTACT,17,2021-12-24 07:45:47.275,
446,VIEW_CONTACTS,17,2021-12-27 02:54:19.668,
447,VIEW_CONTACTS,17,2021-12-24 21:01:10.144,
448,VIEW_CONTACTS,17,2021-12-31 01:42:42.794,
449,WELCOME,18,2021-03-16 20:41:42.467,
450,CONNECT_CRM,18,2021-06-17 19:16:15.404,
451,EDIT_CONTACT,18,2021-11-21 22:17:33.376,
452,ADD_CONTACT,18,2021-07-15 23:00:41.225,
453,EDIT_CONTACT,18,2021-12-13 18:04:37.167,
454,ADD_CONTACT,18,2021-08-14 12:41:58.349,
